Nome do produto,Variante de produto,SKU,Preço,Quantidade,Vendas brutas,Descontos,Impostos,Total de itens
Inscribed Magus Accord,Desconhecido,Desconhecido,Desconhecido,1,"R$ 111,46","R$ 0,00","R$ 0,00","R$ 111,46"
Inscribed Feast of Abscession,Desconhecido,Desconhecido,Desconhecido,1,"R$ 110,71","R$ 0,00","R$ 0,00","R$ 110,71"
Dread Ascendance (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 157,50","R$ 47,25","R$ 0,00","R$ 110,25"
The Lightning Orchid,Desconhecido,Desconhecido,Desconhecido,10,"R$ 114,39","R$ 4,16","R$ 0,00","R$ 110,23"
The Hallows Within Bundle,Desconhecido,Desconhecido,Desconhecido,2,"R$ 113,44","R$ 3,22","R$ 0,00","R$ 110,22"
Glimmer of the Sacred Hunt '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 114,00","R$ 3,80","R$ 0,00","R$ 110,20"
Spirit of the Sacred Grove,Desconhecido,Desconhecido,Desconhecido,1,"R$ 110,00","R$ 0,00","R$ 0,00","R$ 110,00"
Stonemarch Sovereign '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 114,00","R$ 4,10","R$ 0,00","R$ 109,90"
Reaper of the Waning Veil,Desconhecido,Desconhecido,Desconhecido,2,"R$ 110,00","R$ 1,10","R$ 0,00","R$ 108,90"
Urchin of Kazim,Desconhecido,Desconhecido,Desconhecido,2,"R$ 110,00","R$ 1,10","R$ 0,00","R$ 108,90"
Manifold Paradox,Desconhecido,644964380,"R$ 132,15",1,"R$ 136,02","R$ 27,20","R$ 0,00","R$ 108,82"
Bonkers of Awaleb,Desconhecido,Desconhecido,Desconhecido,4,"R$ 112,09","R$ 3,48","R$ 0,00","R$ 108,61"
Bloodfeather Wings,Desconhecido,Desconhecido,Desconhecido,3,"R$ 110,35","R$ 2,00","R$ 0,00","R$ 108,35"
Shackles of the Enduring Conscript (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 111,00","R$ 3,10","R$ 0,00","R$ 107,90"
Bitter Lineage,Desconhecido,Desconhecido,Desconhecido,7,"R$ 130,71","R$ 22,87","R$ 0,00","R$ 107,84"
Golden Edge of the Lost Order,Desconhecido,Desconhecido,Desconhecido,18,"R$ 110,21","R$ 2,58","R$ 0,00","R$ 107,63"
Genuine Sullen Hollow,Desconhecido,Desconhecido,Desconhecido,2,"R$ 109,00","R$ 1,41","R$ 0,00","R$ 107,59"
Crimson Dawn '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 107,00","R$ 0,00","R$ 0,00","R$ 107,00"
Grand Suppressor,Desconhecido,Desconhecido,Desconhecido,1,"R$ 118,00","R$ 11,56","R$ 0,00","R$ 106,44"
The King Of Thieves (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 122,70","R$ 16,31","R$ 0,00","R$ 106,39"
Astral Terminus '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 106,00","R$ 0,00","R$ 0,00","R$ 106,00"
Golden Profane Union,Desconhecido,Desconhecido,Desconhecido,15,"R$ 108,00","R$ 2,01","R$ 0,00","R$ 105,99"
Glutton of Punishment,Desconhecido,Desconhecido,Desconhecido,3,"R$ 105,00","R$ 0,00","R$ 0,00","R$ 105,00"
Inscribed Magus Apex,Desconhecido,Desconhecido,Desconhecido,10,"R$ 109,37","R$ 4,46","R$ 0,00","R$ 104,91"
Fractal Horns of Inner Abysm,Cores: Ships in the Night,Desconhecido,Desconhecido,1,"R$ 110,00","R$ 5,50","R$ 0,00","R$ 104,50"
Shadow Stalker,Desconhecido,Desconhecido,Desconhecido,2,"R$ 104,50","R$ 0,00","R$ 0,00","R$ 104,50"
Fractal Horns of Inner Abysm,Modelo: Reflection's Shade,Desconhecido,Desconhecido,1,"R$ 110,00","R$ 5,50","R$ 0,00","R$ 104,50"
Shock of the Anvil,Desconhecido,Desconhecido,Desconhecido,12,"R$ 115,03","R$ 10,81","R$ 0,00","R$ 104,22"
Fractal Horns of Inner Abysm,Cores: Reflection's Shade,Desconhecido,Desconhecido,1,"R$ 109,60","R$ 5,48","R$ 0,00","R$ 104,12"
Harrow's Harvest,Desconhecido,Desconhecido,Desconhecido,3,"R$ 105,00","R$ 1,96","R$ 0,00","R$ 103,04"
Thirst of Eztzhok - Off-Hand,Desconhecido,Desconhecido,Desconhecido,7,"R$ 121,72","R$ 20,33","R$ 0,00","R$ 101,39"
Crownfall - Dire Siege Creeps,Desconhecido,Desconhecido,Desconhecido,92,"R$ 106,60","R$ 5,32","R$ 0,00","R$ 101,28"
Fractal Horns of Inner Abysm,Cores: Miasmatic Grey,Desconhecido,Desconhecido,1,"R$ 144,30","R$ 43,29","R$ 0,00","R$ 101,01"
Mariposa Mori,Desconhecido,Desconhecido,Desconhecido,4,"R$ 100,80","R$ 0,50","R$ 0,00","R$ 100,30"
Brands of the Reaper(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 100,00","R$ 0,00","R$ 0,00","R$ 100,00"
Scorched Amber '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 100,00","R$ 0,00","R$ 0,00","R$ 100,00"
Song of the Shadow Dragon - Blade,Desconhecido,Desconhecido,Desconhecido,2,"R$ 99,79","R$ 0,00","R$ 0,00","R$ 99,79"
Insatiable Bonesaw,Desconhecido,Desconhecido,Desconhecido,1,"R$ 99,52","R$ 0,00","R$ 0,00","R$ 99,52"
Blightfall '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 167,00","R$ 67,74","R$ 0,00","R$ 99,26"
Stonemarch Sovereign (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 99,00","R$ 0,00","R$ 0,00","R$ 99,00"
Inscribed Shock of the Anvil,Desconhecido,Desconhecido,Desconhecido,9,"R$ 110,75","R$ 11,94","R$ 0,00","R$ 98,81"
Angler in the Abyss,Desconhecido,Desconhecido,Desconhecido,4,"R$ 100,00","R$ 1,29","R$ 0,00","R$ 98,71"
Primeval Abomination,Desconhecido,Desconhecido,Desconhecido,3,"R$ 100,00","R$ 1,89","R$ 0,00","R$ 98,11"
Priest of the Proudsilver Clan (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 100,00","R$ 2,50","R$ 0,00","R$ 97,50"
Chaos Arbiter,Desconhecido,Desconhecido,Desconhecido,10,"R$ 131,62","R$ 34,55","R$ 0,00","R$ 97,07"
Almond the Frondillo,Desconhecido,Desconhecido,Desconhecido,9,"R$ 117,27","R$ 20,52","R$ 0,00","R$ 96,75"
Astral Herald,Desconhecido,Desconhecido,Desconhecido,3,"R$ 97,50","R$ 0,75","R$ 0,00","R$ 96,75"
AXE,Desconhecido,Desconhecido,Desconhecido,1,"R$ 96,00","R$ 0,00","R$ 0,00","R$ 96,00"
Shellshock Saturnalia,Desconhecido,Desconhecido,Desconhecido,3,"R$ 97,20","R$ 1,85","R$ 0,00","R$ 95,35"
Pursuit of the Ember Demons,Desconhecido,Desconhecido,Desconhecido,1,"R$ 100,00","R$ 5,00","R$ 0,00","R$ 95,00"
Autographed Magus Accord,Desconhecido,Desconhecido,Desconhecido,1,"R$ 97,02","R$ 2,36","R$ 0,00","R$ 94,66"
Genuine Molten Claw,Desconhecido,Desconhecido,Desconhecido,2,"R$ 94,42","R$ 0,00","R$ 0,00","R$ 94,42"
Garb of the Corridan Maestro,Desconhecido,Desconhecido,Desconhecido,6,"R$ 94,69","R$ 1,10","R$ 0,00","R$ 93,59"
Clearcut Cavalier (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 96,00","R$ 2,65","R$ 0,00","R$ 93,35"
Carousal of the Mystic Masquerade (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 98,00","R$ 4,90","R$ 0,00","R$ 93,10"
Soul Shredder Bundle,Desconhecido,Desconhecido,Desconhecido,1,"R$ 116,91","R$ 23,84","R$ 0,00","R$ 93,07"
Mortar Forge '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 93,00","R$ 0,00","R$ 0,00","R$ 93,00"
Scavenging Guttleslug,Desconhecido,Desconhecido,Desconhecido,22,"R$ 101,19","R$ 8,80","R$ 0,00","R$ 92,39"
Eyriebound Imperator '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 92,00","R$ 0,00","R$ 0,00","R$ 92,00"
Elegy of the Reaper,Desconhecido,Desconhecido,Desconhecido,3,"R$ 101,00","R$ 9,57","R$ 0,00","R$ 91,43"
Altar Ball,Desconhecido,Desconhecido,Desconhecido,9,"R$ 108,56","R$ 17,46","R$ 0,00","R$ 91,10"
Sufferwood Sapling,Desconhecido,Desconhecido,Desconhecido,14,"R$ 106,87","R$ 16,90","R$ 0,00","R$ 89,97"
Inscribed Bonkers the Mad,Desconhecido,Desconhecido,Desconhecido,10,"R$ 94,28","R$ 4,39","R$ 0,00","R$ 89,89"
Scythe of Vyse,Desconhecido,Desconhecido,Desconhecido,3,"R$ 89,88","R$ 0,00","R$ 0,00","R$ 89,88"
Spectral Shadow,Desconhecido,Desconhecido,Desconhecido,2,"R$ 92,00","R$ 2,30","R$ 0,00","R$ 89,70"
Spectral Shadow '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,3,"R$ 138,00","R$ 48,30","R$ 0,00","R$ 89,70"
Defender of the Brumal Crest '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 92,00","R$ 2,30","R$ 0,00","R$ 89,70"
Third Awakening (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 89,00","R$ 0,00","R$ 0,00","R$ 89,00"
Dezun Viper '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 92,00","R$ 3,00","R$ 0,00","R$ 89,00"
Crownfall - Radiant Siege Creeps,Desconhecido,Desconhecido,Desconhecido,79,"R$ 94,98","R$ 6,15","R$ 0,00","R$ 88,83"
Anthozoan Assault '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 93,00","R$ 4,65","R$ 0,00","R$ 88,35"
Golden Immortal Pantheon,Desconhecido,Desconhecido,Desconhecido,15,"R$ 129,07","R$ 40,91","R$ 0,00","R$ 88,16"
Thundervolt,Desconhecido,Desconhecido,Desconhecido,3,"R$ 88,00","R$ 0,00","R$ 0,00","R$ 88,00"
Evolution of the Infinite (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 88,00","R$ 0,00","R$ 0,00","R$ 88,00"
Appetites of the Lizard King (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 124,20","R$ 37,26","R$ 0,00","R$ 86,94"
Infused Mantle of the Truebark Adherent,Desconhecido,Desconhecido,Desconhecido,3,"R$ 92,70","R$ 5,85","R$ 0,00","R$ 86,85"
Foreseen Horizons,Desconhecido,Desconhecido,Desconhecido,3,"R$ 97,20","R$ 10,77","R$ 0,00","R$ 86,43"
Astral Origins - Back,Desconhecido,Desconhecido,Desconhecido,3,"R$ 98,00","R$ 11,58","R$ 0,00","R$ 86,42"
Unusual Claws of the Crystal Drift,Desconhecido,Desconhecido,Desconhecido,1,"R$ 90,00","R$ 3,95","R$ 0,00","R$ 86,05"
Mindless Slaughter '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 86,00","R$ 0,00","R$ 0,00","R$ 86,00"
Forbidden Medicine '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 86,00","R$ 0,00","R$ 0,00","R$ 86,00"
Allure of the Faeshade Flower '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 86,00","R$ 0,00","R$ 0,00","R$ 86,00"
Dawn of a Darkness Foretold '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 88,00","R$ 2,20","R$ 0,00","R$ 85,80"
Hidden Vector - Blade,Desconhecido,Desconhecido,Desconhecido,2,"R$ 87,29","R$ 1,60","R$ 0,00","R$ 85,69"
The Abominable Snowbeast - Head,Desconhecido,Desconhecido,Desconhecido,3,"R$ 88,04","R$ 2,52","R$ 0,00","R$ 85,52"
Sight of the Kha-Ren Faithful '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 85,00","R$ 0,00","R$ 0,00","R$ 85,00"
Rapier of the Burning God,Desconhecido,Desconhecido,Desconhecido,4,"R$ 114,82","R$ 30,00","R$ 0,00","R$ 84,82"
Strongback the Swift,Desconhecido,Desconhecido,Desconhecido,1,"R$ 89,00","R$ 4,45","R$ 0,00","R$ 84,55"
Hunter of the Crystal Drift,Desconhecido,Desconhecido,Desconhecido,3,"R$ 84,32","R$ 0,00","R$ 0,00","R$ 84,32"
The Wilding Tiger '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 85,00","R$ 0,84","R$ 0,00","R$ 84,16"
Infused Tunic of the Wandering Flame,Desconhecido,Desconhecido,Desconhecido,4,"R$ 84,88","R$ 0,87","R$ 0,00","R$ 84,01"
Verdant Predator '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 85,00","R$ 1,15","R$ 0,00","R$ 83,85"
Scorching Talon,Desconhecido,Desconhecido,Desconhecido,1,"R$ 88,20","R$ 4,41","R$ 0,00","R$ 83,79"
Blaze of Oblivion (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 86,00","R$ 2,30","R$ 0,00","R$ 83,70"
Photonic Father,Desconhecido,Desconhecido,Desconhecido,2,"R$ 84,00","R$ 0,84","R$ 0,00","R$ 83,16"
Curse of the Creeping Vine '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 86,00","R$ 3,14","R$ 0,00","R$ 82,86"
Taurhorn Terror,Desconhecido,Desconhecido,Desconhecido,3,"R$ 84,00","R$ 1,16","R$ 0,00","R$ 82,84"
Ice Blossom,Desconhecido,Desconhecido,Desconhecido,17,"R$ 123,33","R$ 40,54","R$ 0,00","R$ 82,79"
Spirit of the Sacred Grove - Guardian,Desconhecido,Desconhecido,Desconhecido,2,"R$ 83,90","R$ 1,43","R$ 0,00","R$ 82,47"
Perception of the First Light '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 82,00","R$ 0,00","R$ 0,00","R$ 82,00"
Radiant Conqueror Shoulder,Desconhecido,Desconhecido,Desconhecido,1,"R$ 81,90","R$ 0,00","R$ 0,00","R$ 81,90"
Stoneclaw Scavengers Dire Towers,Desconhecido,Desconhecido,Desconhecido,15,"R$ 82,75","R$ 1,01","R$ 0,00","R$ 81,74"
Allure of the Faeshade Flower (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 86,00","R$ 4,30","R$ 0,00","R$ 81,70"
Martyrdom of the Brineborn,Desconhecido,Desconhecido,Desconhecido,3,"R$ 88,00","R$ 6,62","R$ 0,00","R$ 81,38"
Jagged Honor Mask,Desconhecido,Desconhecido,Desconhecido,2,"R$ 81,66","R$ 0,76","R$ 0,00","R$ 80,90"
Golden Bloodfeather Feast,Desconhecido,Desconhecido,Desconhecido,10,"R$ 101,91","R$ 21,07","R$ 0,00","R$ 80,84"
Pitmouse Fraternity '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 85,00","R$ 4,25","R$ 0,00","R$ 80,75"
Razzil's Midas Knuckles,Desconhecido,Desconhecido,Desconhecido,10,"R$ 141,10","R$ 60,58","R$ 0,00","R$ 80,52"
Adornments of the Jade Emissary (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 80,00","R$ 0,00","R$ 0,00","R$ 80,00"
Dezun Viper,Desconhecido,Desconhecido,Desconhecido,2,"R$ 90,25","R$ 10,45","R$ 0,00","R$ 79,80"
Golden Mantle of Grim Facade,Desconhecido,Desconhecido,Desconhecido,1,"R$ 80,66","R$ 1,61","R$ 0,00","R$ 79,05"
Rotzo the Clown,Desconhecido,Desconhecido,Desconhecido,1,"R$ 79,00","R$ 0,00","R$ 0,00","R$ 79,00"
Claws of the Ferocious Heart,Desconhecido,Desconhecido,Desconhecido,2,"R$ 79,56","R$ 0,69","R$ 0,00","R$ 78,87"
Pursuit of the Ember Demons (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 80,00","R$ 1,60","R$ 0,00","R$ 78,40"
The Spoils of Dezun,Desconhecido,Desconhecido,Desconhecido,8,"R$ 85,92","R$ 7,89","R$ 0,00","R$ 78,03"
Darkbrew's Transgression '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 80,00","R$ 2,00","R$ 0,00","R$ 78,00"
Perception of the First Light(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 82,00","R$ 4,10","R$ 0,00","R$ 77,90"
Paean of the Ink Dragon (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 82,00","R$ 4,10","R$ 0,00","R$ 77,90"
Dirge Amplifier '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 80,00","R$ 2,15","R$ 0,00","R$ 77,85"
Seeker of the Crescent Wheel,Desconhecido,Desconhecido,Desconhecido,3,"R$ 78,40","R$ 0,76","R$ 0,00","R$ 77,64"
Bracers of the Cavern Luminar,Desconhecido,Desconhecido,Desconhecido,7,"R$ 77,46","R$ 0,27","R$ 0,00","R$ 77,19"
Golden Cyrridae,Desconhecido,Desconhecido,Desconhecido,7,"R$ 95,44","R$ 18,44","R$ 0,00","R$ 77,00"
Genuine Scythe of Vyse,Desconhecido,Desconhecido,Desconhecido,1,"R$ 81,04","R$ 4,05","R$ 0,00","R$ 76,99"
Stoneclaw Scavengers Radiant Towers,Desconhecido,Desconhecido,Desconhecido,12,"R$ 78,11","R$ 1,21","R$ 0,00","R$ 76,90"
Shadow Masquerade,Desconhecido,Desconhecido,Desconhecido,12,"R$ 80,26","R$ 3,75","R$ 0,00","R$ 76,51"
Unbroken Fealty,Desconhecido,Desconhecido,Desconhecido,22,"R$ 87,56","R$ 11,13","R$ 0,00","R$ 76,43"
Autographed Sea Rake's Bridle,Desconhecido,Desconhecido,Desconhecido,1,"R$ 76,93","R$ 1,54","R$ 0,00","R$ 75,39"
Horns of the Betrayer,Desconhecido,Desconhecido,Desconhecido,23,"R$ 89,84","R$ 14,69","R$ 0,00","R$ 75,15"
Scorched Amber (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 0,00","R$ 0,00","R$ 75,00"
Soul of the Brightshroud (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 0,00","R$ 0,00","R$ 75,00"
Acrimonies of Obsession '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 0,00","R$ 0,00","R$ 75,00"
Exalted Feast of Abscession lvl 1,Desconhecido,Desconhecido,Desconhecido,1,"R$ 74,91","R$ 0,00","R$ 0,00","R$ 74,91"
Bane of the Deathstalkers - Shoulder,Desconhecido,Desconhecido,Desconhecido,4,"R$ 101,99","R$ 27,25","R$ 0,00","R$ 74,74"
Genuine Serrakura,Desconhecido,Desconhecido,Desconhecido,3,"R$ 85,97","R$ 11,26","R$ 0,00","R$ 74,71"
Atomic Ray Thrusters,Desconhecido,Desconhecido,Desconhecido,13,"R$ 115,99","R$ 41,62","R$ 0,00","R$ 74,37"
Pitmouse Fraternity (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 74,00","R$ 0,00","R$ 0,00","R$ 74,00"
Cunning Counterfeit,Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 1,16","R$ 0,00","R$ 73,84"
Genuine Mulctant Pall,Desconhecido,Desconhecido,Desconhecido,1,"R$ 74,83","R$ 1,74","R$ 0,00","R$ 73,09"
Pyrexaec Forge,Desconhecido,Desconhecido,Desconhecido,30,"R$ 85,79","R$ 12,88","R$ 0,00","R$ 72,91"
Auspicious Heaven-Piercing Pauldrons,Desconhecido,Desconhecido,Desconhecido,3,"R$ 78,57","R$ 6,62","R$ 0,00","R$ 71,95"
Transversant Soul,Desconhecido,Desconhecido,Desconhecido,12,"R$ 77,20","R$ 5,94","R$ 0,00","R$ 71,26"
Apex Automated (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 3,75","R$ 0,00","R$ 71,25"
Weather Sirocco,Desconhecido,Desconhecido,Desconhecido,5,"R$ 75,00","R$ 3,75","R$ 0,00","R$ 71,25"
Flashpoint Proselyte (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 3,75","R$ 0,00","R$ 71,25"
Forlorn Descent (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 3,75","R$ 0,00","R$ 71,25"
Blue Horizons(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 75,00","R$ 3,75","R$ 0,00","R$ 71,25"
Yulsaria's Glacier,Desconhecido,Desconhecido,Desconhecido,11,"R$ 85,65","R$ 14,79","R$ 0,00","R$ 70,86"
Rapier of the Burning God Offhand,Desconhecido,Desconhecido,Desconhecido,3,"R$ 70,83","R$ 0,00","R$ 0,00","R$ 70,83"
Golden Deepshock Destroyer,Desconhecido,Desconhecido,Desconhecido,13,"R$ 81,01","R$ 10,63","R$ 0,00","R$ 70,38"
Perils of the Red Banks '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 70,00","R$ 0,00","R$ 0,00","R$ 70,00"
Mindless Slaughter (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 70,00","R$ 0,00","R$ 0,00","R$ 70,00"
Song of the Shadow Dragon - Head,Desconhecido,Desconhecido,Desconhecido,6,"R$ 73,68","R$ 3,96","R$ 0,00","R$ 69,72"
Feasts of Forever,Desconhecido,Desconhecido,Desconhecido,2,"R$ 76,00","R$ 6,66","R$ 0,00","R$ 69,34"
Action Figure,Modelo: Lina,Desconhecido,Desconhecido,1,"R$ 69,00","R$ 0,00","R$ 0,00","R$ 69,00"
Blinding Bastion,Desconhecido,Desconhecido,Desconhecido,2,"R$ 70,00","R$ 1,12","R$ 0,00","R$ 68,88"
Sins of the Simian Sovereign,Desconhecido,Desconhecido,Desconhecido,2,"R$ 74,00","R$ 5,17","R$ 0,00","R$ 68,83"
Distinguished Expeditionary '(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 68,00","R$ 0,00","R$ 0,00","R$ 68,00"
Inscribed Swine of the Sunken Galley,Desconhecido,Desconhecido,Desconhecido,1,"R$ 71,49","R$ 3,57","R$ 0,00","R$ 67,92"
Darkbrew's Transgression,Desconhecido,Desconhecido,Desconhecido,1,"R$ 67,50","R$ 0,00","R$ 0,00","R$ 67,50"
Mega-Kills: Rick and Morty,Desconhecido,Desconhecido,Desconhecido,5,"R$ 71,38","R$ 3,91","R$ 0,00","R$ 67,47"
Inscribed Inverse Bayonet,Desconhecido,Desconhecido,Desconhecido,3,"R$ 77,79","R$ 10,83","R$ 0,00","R$ 66,96"
The Basher Blades,Desconhecido,Desconhecido,Desconhecido,6,"R$ 78,67","R$ 11,76","R$ 0,00","R$ 66,91"
Secondhand Sorcery - Shoulder,Desconhecido,Desconhecido,Desconhecido,2,"R$ 68,52","R$ 1,72","R$ 0,00","R$ 66,80"
Ancient Inheritance (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 70,00","R$ 3,50","R$ 0,00","R$ 66,50"
Raiments of the Obsidian Forge (30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,1,"R$ 70,00","R$ 3,50","R$ 0,00","R$ 66,50"
The Abominable Snowbeast - Back,Desconhecido,Desconhecido,Desconhecido,3,"R$ 68,35","R$ 2,16","R$ 0,00","R$ 66,19"
Crazed Tassels of the Black Death,Desconhecido,Desconhecido,Desconhecido,5,"R$ 73,00","R$ 6,90","R$ 0,00","R$ 66,10"
The White Widow,Desconhecido,Desconhecido,Desconhecido,2,"R$ 69,00","R$ 2,93","R$ 0,00","R$ 66,07"
Crimson Dawn(30 dias para envio GIFT),Desconhecido,Desconhecido,Desconhecido,2,"R$ 66,00","R$ 0,00","R$ 0,00","R$ 66,00"
Bilge Rat Buccaneer,Desconhecido,Desconhecido,Desconhecido,2,"R$ 65,70","R$ 0,00","R$ 0,00","R$ 65,70"
Seed of Strife,Desconhecido,Desconhecido,Desconhecido,2,"R$ 65,00","R$ 0,00","R$ 0,00","R$ 65,00"
Golden Atomic Ray Thrusters,Desconhecido,Desconhecido,Desconhecido,2,"R$ 64,60","R$ 0,00","R$ 0,00","R$ 64,60"
Golden Ice Blossom,Desconhecido,Desconhecido,Desconhecido,5,"R$ 72,89","R$ 8,42","R$ 0,00","R$ 64,47"
Tempest Revelation,Desconhecido,Desconhecido,Desconhecido,23,"R$ 73,42","R$ 10,13","R$ 0,00","R$ 63,29"
Needlepoint Necromancer,Desconhecido,Desconhecido,Desconhecido,2,"R$ 63,00","R$ 0,00","R$ 0,00","R$ 63,00"
Lotus of the Mountain Bear Clan,Desconhecido,Desconhecido,Desconhecido,2,"R$ 63,00","R$ 0,00","R$ 0,00","R$ 63,00"
Inscribed Severing Crest,Desconhecido,Desconhecido,Desconhecido,4,"R$ 68,56","R$ 6,59","R$ 0,00","R$ 61,97"
Blightfall,Desconhecido,Desconhecido,Desconhecido,1,"R$ 67,50","R$ 5,80","R$ 0,00","R$ 61,70"
Inscribed Fin King's Charm,Desconhecido,Desconhecido,Desconhecido,7,"R$ 81,29","R$ 20,52","R$ 0,00","R$ 60,77"
Infused Garb of the Corridan Maestro,Desconhecido,Desconhecido,Desconhecido,4,"R$ 60,30","R$ 0,25","R$ 0,00","R$ 60,05"
Provocation of Ruin Pauldron,Desconhecido,Desconhecido,Desconhecido,1,"R$ 90,18","R$ 30,16","R$ 0,00","R$ 60,02"
Inscribed The Basher Blades,Desconhecido,Desconhecido,Desconhecido,4,"R$ 60,20","R$ 0,55","R$ 0,00","R$ 59,65"
Astral Origins - Weapon,Desconhecido,Desconhecido,Desconhecido,3,"R$ 61,60","R$ 1,98","R$ 0,00","R$ 59,62"
Inscribed Lamb to the Slaughter,Desconhecido,Desconhecido,Desconhecido,1,"R$ 60,41","R$ 0,82","R$ 0,00","R$ 59,59"
Frostmoot,Desconhecido,Desconhecido,Desconhecido,2,"R$ 60,10","R$ 0,61","R$ 0,00","R$ 59,49"
Taunt: Goin' Bananas,Desconhecido,Desconhecido,Desconhecido,5,"R$ 60,44","R$ 1,69","R$ 0,00","R$ 58,75"
